Ministry,Collective CA,Contract Account,Calendar Year/Month,Year,Month,Net Sales Quantity,Unit Cost,Net Sales Amount,Unnamed: 9,Collective Account,#Accounts Connected,Unnamed: 12,Accounts,Length of Service,Unnamed: 15,Non-SRCA Accounts,Status,Savings,Account_Type
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831175,2.2024,2024,February,2640,0.32,844.8,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831175,3.2024,2024,March,2520,0.32,806.4,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831175,4.2024,2024,April,1591.6,0.319998743,509.31,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831175,5.2024,2024,May,4190,0.32,1340.8,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831175,6.2024,2024,June,27745.6,0.319999928,8878.59,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831175,7.2024,2024,July,4428,0.32,1416.96,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831175,8.2024,2024,August,4560,0.32,1459.2,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831175,9.2024,2024,September,6150.8,0.32000065,1968.26,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831175,10.2024,2024,October,4727.2,0.319999154,1512.7,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831175,11.2024,2024,November,1812.4,0.320001104,579.97,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831175,12.2024,2024,December,1945.2,0.319997944,622.46,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831246,1.2024,2024,January,7040,0.32,2252.8,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831246,2.2024,2024,February,6480,0.32,2073.6,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831246,3.2024,2024,March,8560,0.32,2739.2,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831246,4.2024,2024,April,8700,0.32,2784,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831246,5.2024,2024,May,16698.4,0.32000012,5343.49,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831246,6.2024,2024,June,28453.6,0.31999993,9105.15,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831246,7.2024,2024,July,18486.4,0.320000108,5915.65,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831246,8.2024,2024,August,18361.6,0.319999891,5875.71,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831246,9.2024,2024,September,17739.2,0.319999775,5676.54,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831246,10.2024,2024,October,14210.4,0.320000141,4547.33,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831246,11.2024,2024,November,13811.2,0.31999971,4419.58,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831246,12.2024,2024,December,11093.6,0.31999982,3549.95,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831282,1.2024,2024,January,28320,0.32,9062.4,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831282,2.2024,2024,February,29880,0.32,9561.6,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831282,3.2024,2024,March,33000,0.32,10560,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831282,4.2024,2024,April,36967.2,0.319999892,11829.5,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831282,5.2024,2024,May,42009.6,0.319999952,13443.07,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831282,6.2024,2024,June,63372,0.32,20279.04,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831282,7.2024,2024,July,48168,0.32,15413.76,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831282,8.2024,2024,August,45378,0.32,14520.96,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831282,9.2024,2024,September,43726.8,0.320000091,13992.58,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831282,10.2024,2024,October,42087.6,0.319999952,13468.03,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831282,11.2024,2024,November,36506.4,0.320000055,11682.05,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053831282,12.2024,2024,December,30686.4,0.320000065,9819.65,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053845368,1.2024,2024,January,8000,0.32,2560,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053845368,2.2024,2024,February,5920,0.32,1894.4,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053845368,3.2024,2024,March,6880,0.32,2201.6,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053845368,4.2024,2024,April,6333.6,0.319999684,2026.75,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053845368,5.2024,2024,May,9716,0.32,3109.12,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053845368,6.2024,2024,June,12778.4,0.320000157,4089.09,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053845368,7.2024,2024,July,12917.6,0.319999845,4133.63,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053845368,8.2024,2024,August,12502.4,0.32000016,4000.77,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053845368,9.2024,2024,September,13684,0.32,4378.88,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053845368,10.2024,2024,October,13424,0.32,4295.68,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053845368,11.2024,2024,November,11204,0.32,3585.28,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053845368,12.2024,2024,December,8768,0.32,2805.76,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053845573,1.2024,2024,January,1120,0.32,358.4,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053845573,2.2024,2024,February,1040,0.32,332.8,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053845573,3.2024,2024,March,800,0.32,256,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053845573,4.2024,2024,April,748.8,0.320005342,239.62,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053845573,5.2024,2024,May,744.8,0.320005371,238.34,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053845573,6.2024,2024,June,675.2,0.319994076,216.06,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053845573,7.2024,2024,July,652.8,0.320006127,208.9,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053845573,8.2024,2024,August,629.6,0.319996823,201.47,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053845573,9.2024,2024,September,1043.2,0.319996166,333.82,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053845573,10.2024,2024,October,610.4,0.320003277,195.33,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053845573,11.2024,2024,November,149.6,0.319986631,47.87,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053845573,12.2024,2024,December,3276.8,0.320001221,1048.58,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10085280140,1.2024,2024,January,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10085280140,2.2024,2024,February,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10085280140,3.2024,2024,March,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10085280140,4.2024,2024,April,2,0.32,0.64,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10085280140,5.2024,2024,May,1.5,0.32,0.48,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10085280140,6.2024,2024,June,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10085280140,7.2024,2024,July,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10085280140,8.2024,2024,August,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10085280140,9.2024,2024,September,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10085280140,10.2024,2024,October,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10085280140,11.2024,2024,November,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10085280140,12.2024,2024,December,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086417544,1.2024,2024,January,1443,0.32,461.76,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086417544,2.2024,2024,February,1001,0.32,320.32,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086417544,3.2024,2024,March,1422,0.32,455.04,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086417544,4.2024,2024,April,1977.16,0.319999393,632.69,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086417544,5.2024,2024,May,3688.71,0.320000759,1180.39,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086417544,6.2024,2024,June,5160.52,0.320000698,1651.37,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086417544,7.2024,2024,July,4630.73,0.319999223,1481.83,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086417544,8.2024,2024,August,4248.88,0.319999623,1359.64,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086417544,9.2024,2024,September,3570.85,0.31999944,1142.67,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086417544,10.2024,2024,October,3428.89,0.3199986,1097.24,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086417544,11.2024,2024,November,3036.45,0.319998683,971.66,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086417544,12.2024,2024,December,2210.79,0.319998733,707.45,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488214,1.2024,2024,January,2283,0.32,730.56,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488214,2.2024,2024,February,2023,0.32,647.36,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488214,3.2024,2024,March,3244,0.32,1038.08,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488214,4.2024,2024,April,2989.85,0.319999331,956.75,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488214,5.2024,2024,May,4910.53,0.320000081,1571.37,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488214,6.2024,2024,June,7100.76,0.319999549,2272.24,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488214,7.2024,2024,July,6923.12,0.320000231,2215.4,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488214,8.2024,2024,August,6916.66,0.319999827,2213.33,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488214,9.2024,2024,September,5636.66,0.319999787,1803.73,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488214,10.2024,2024,October,5967.63,0.319999732,1909.64,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488214,11.2024,2024,November,3929.67,0.31999888,1257.49,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488214,12.2024,2024,December,3360.99,0.320000952,1075.52,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488223,1.2024,2024,January,2612,0.32,835.84,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488223,2.2024,2024,February,2613,0.32,836.16,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488223,3.2024,2024,March,2910,0.32,931.2,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488223,4.2024,2024,April,3636.3,0.3200011,1163.62,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488223,5.2024,2024,May,4592.57,0.319999477,1469.62,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488223,6.2024,2024,June,6749.64,0.319999289,2159.88,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488223,7.2024,2024,July,6959.75,0.32,2227.12,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488223,8.2024,2024,August,5567.45,0.319999282,1781.58,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488223,9.2024,2024,September,5690.24,0.320000562,1820.88,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488223,10.2024,2024,October,5870.27,0.320000613,1878.49,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488223,11.2024,2024,November,4829.75,0.32,1545.52,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488223,12.2024,2024,December,3562.37,0.320000449,1139.96,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488232,1.2024,2024,January,1723,0.32,551.36,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488232,2.2024,2024,February,1150,0.32,368,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488232,3.2024,2024,March,1538,0.32,492.16,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488232,4.2024,2024,April,2529.38,0.319999367,809.4,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488232,5.2024,2024,May,3821.22,0.319999895,1222.79,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488232,6.2024,2024,June,5297.85,0.319999622,1695.31,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488232,7.2024,2024,July,5347.79,0.319999476,1711.29,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488232,8.2024,2024,August,7000.76,0.319999543,2240.24,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488232,9.2024,2024,September,6613.75,0.32,2116.4,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488232,10.2024,2024,October,6394.98,0.319999437,2046.39,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488232,11.2024,2024,November,5667.96,0.320000494,1813.75,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488232,12.2024,2024,December,3871.83,0.320001136,1238.99,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488241,1.2024,2024,January,677,0.32,216.64,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488241,2.2024,2024,February,739,0.32,236.48,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488241,3.2024,2024,March,649,0.32,207.68,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488241,4.2024,2024,April,640.59,0.320001873,204.99,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488241,5.2024,2024,May,1299.66,0.319999077,415.89,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10086488241,6.2024,2024,June,2391.82,0.319998997,765.38,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
